,Unnamed: 0,&&,(,),*,+,",",-,.equals,.getType,/,0,0.0,0.1,1,1.0,2,;,<,<=,=,==,>,>=,Constant.CELL_PENALTY,Constant.CELL_REWARD,Constant.CELL_WALL,Double,Grid,MDP,String,[,],action,byte,char,class,com.elements.Grid,com.utilities.Constant,do,double,east,else,float,for,grid,grid.getColumns,grid.getRows,grid.getValue,i,if,import,int,j,long,package,private,public,return,short,void,west,while,{,}
0,0,2.0,204.0,204.0,6.0,14.0,65.0,9.0,11.0,10.0,12.0,16.0,2.0,1.0,15.0,1.0,5.0,150.0,8.0,0.0,60.0,0.0,7.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,25.0,25.0,2.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,2.0,5.0,0.0,9.0,3.0,2.0,2.0,10.0,14.0,10.0,27.0,7.0,27.0,0.0,1.0,20.0,6.0,2.0,0.0,7.0,2.0,0.0,25.0,25.0
1,1,2.0,204.0,204.0,6.0,14.0,65.0,9.0,11.0,10.0,12.0,16.0,2.0,1.0,15.0,1.0,5.0,150.0,8.0,0.0,60.0,0.0,7.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,25.0,25.0,2.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,2.0,5.0,0.0,9.0,3.0,2.0,2.0,10.0,14.0,10.0,27.0,7.0,27.0,0.0,1.0,20.0,6.0,2.0,0.0,7.0,2.0,0.0,25.0,25.0
